created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,
Tue Jul 11 16:41:10 +0000 2023,tmen minta tolong aku nemu 2 kitten dideket dermaga waduk sermo kulon progo jogja. keadaan kurus kering kena scabies jg. pengen bgt nolongin tp aku sdri wisatawan &amp; g memungkinkan buat bawa mreka. mohon bantuannya mgkin ada tmen yg rumahnya deket ato bisa rescue kittennya https://t.co/Pvbo1Me1va,https://pbs.twimg.com/ext_tw_video_thumb/1678806539552051201/pu/img/x-DszLBG3qXMyU4G.jpg,in,tanah lada,tumbleweedsage_,tmen minta tolong aku nemu 2 kitten dideket dermaga waduk sermo kulon progo jogja. keadaan kurus kering kena scabies jg. pengen bgt nolongin tp aku sdri wisatawan &amp; g memungkinkan buat bawa mreka. mohon bantuannya mgkin ada tmen yg rumahnya deket ato bisa rescue kittennya https://t.co/pvbo1me1va,tmen minta tolong aku nemu  kitten dideket dermaga waduk sermo kulon progo jogja keadaan kurus kering kena scabies jg pengen bgt nolongin tp aku sdri wisatawan amp g memungkinkan buat bawa mreka mohon bantuannya mgkin ada tmen yg rumahnya deket ato bisa rescue kittennya,waduk sermo,-7.822714,110.108505,dinpar diy 2023,tmen minta tolong aku nemu  kitten dideket dermaga waduk sermo kulon progo jogja keadaan kurus kering kena scabies juga pengen banget nolongin tp aku sdri wisatawan amp g memungkinkan buat bawa mreka mohon bantuannya mgkin ada tmen yang rumahnya deket ato bisa rescue kittennya,tmen minta aku nemu  kitten dideket dermaga waduk sermo kulon progo jogja keadaan kurus kering kena scabies jg pengen bgt nolongin tp aku sdri wisatawan amp g memungkinkan buat bawa mreka mohon bantuannya mgkin tmen yg rumahnya deket ato rescue kittennya,"['tmen', 'minta', 'aku', 'nemu', 'kitten', 'dideket', 'dermaga', 'waduk', 'sermo', 'kulon', 'progo', 'jogja', 'keadaan', 'kurus', 'kering', 'kena', 'scabies', 'jg', 'pengen', 'bgt', 'nolongin', 'tp', 'aku', 'sdri', 'wisatawan', 'amp', 'g', 'memungkinkan', 'buat', 'bawa', 'mreka', 'mohon', 'bantuannya', 'mgkin', 'tmen', 'yg', 'rumahnya', 'deket', 'ato', 'rescue', 'kittennya']",tmen minta aku nemu kitten dideket dermaga waduk sermo kulon progo jogja ada kurus kering kena scabies jg ken bgt nolongin tp aku sdri wisatawan amp g mungkin buat bawa mreka mohon bantu mgkin tmen yg rumah deket ato rescue kittennya,"Tmen asked me to find a kitten in the pier of the Kulon Progo Jogja Reservoir Pier, there was a thin scabies, too, but I helped it, but I was a tourist, a tourist, I might be able to bring them, please help me, please help with Tmen who was close to the house or rescue kitten",0.9549,Positive,
Wed Jul 12 00:49:59 +0000 2023, tmn minta tolong aku nemu 2 kitten dideket dermaga waduk sermo kulon progo jogja. keadaan kurus kering kena scabies jg. pengen bgt nolongin tp aku sdri wisatawan &amp; g memungkinkan buat bawa mreka. mohon bantuannya mgkin ada tmen yg rumahnya deket / bisa rescue kittennya https://t.co/Wp4BQcg0oy,https://pbs.twimg.com/media/F0zBoAcaYAY2nYj.jpg,in,Indonesia,tanyarlfes, tmn minta tolong aku nemu 2 kitten dideket dermaga waduk sermo kulon progo jogja. keadaan kurus kering kena scabies jg. pengen bgt nolongin tp aku sdri wisatawan &amp; g memungkinkan buat bawa mreka. mohon bantuannya mgkin ada tmen yg rumahnya deket / bisa rescue kittennya https://t.co/wp4bqcg0oy,tmn minta tolong aku nemu  kitten dideket dermaga waduk sermo kulon progo jogja keadaan kurus kering kena scabies jg pengen bgt nolongin tp aku sdri wisatawan amp g memungkinkan buat bawa mreka mohon bantuannya mgkin ada tmen yg rumahnya deket  bisa rescue kittennya,waduk sermo,-7.822714,110.108505,dinpar diy 2023,tmn minta tolong aku nemu  kitten dideket dermaga waduk sermo kulon progo jogja keadaan kurus kering kena scabies juga pengen banget nolongin tp aku sdri wisatawan amp g memungkinkan buat bawa mreka mohon bantuannya mgkin ada tmen yang rumahnya deket  bisa rescue kittennya,tmn minta aku nemu  kitten dideket dermaga waduk sermo kulon progo jogja keadaan kurus kering kena scabies jg pengen bgt nolongin tp aku sdri wisatawan amp g memungkinkan buat bawa mreka mohon bantuannya mgkin tmen yg rumahnya deket  rescue kittennya,"['tmn', 'minta', 'aku', 'nemu', 'kitten', 'dideket', 'dermaga', 'waduk', 'sermo', 'kulon', 'progo', 'jogja', 'keadaan', 'kurus', 'kering', 'kena', 'scabies', 'jg', 'pengen', 'bgt', 'nolongin', 'tp', 'aku', 'sdri', 'wisatawan', 'amp', 'g', 'memungkinkan', 'buat', 'bawa', 'mreka', 'mohon', 'bantuannya', 'mgkin', 'tmen', 'yg', 'rumahnya', 'deket', 'rescue', 'kittennya']",tmn minta aku nemu kitten dideket dermaga waduk sermo kulon progo jogja ada kurus kering kena scabies jg ken bgt nolongin tp aku sdri wisatawan amp g mungkin buat bawa mreka mohon bantu mgkin tmen yg rumah deket rescue kittennya,"I asked me to find a kitten in the pier of the Kulon Progo Jogja Reservoir Pier, there were emaciated scabies, too, but I helped, but I was a tourist.",0,Neutral,
Sat Sep 30 08:58:34 +0000 2023,Towilfiets di Kulonprogo Jadi Lokasi Transit Wisata Favorit Orang Eropa #beritajogja #jogja #jogjaistimewa https://t.co/OX0wHde97F https://t.co/QKaz3AyMq4,https://pbs.twimg.com/media/F7QwpjWbUAAdOYC.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,towilfiets di kulonprogo jadi lokasi transit wisata favorit orang eropa #beritajogja #jogja #jogjaistimewa https://t.co/ox0whde97f https://t.co/qkaz3aymq4,towilfiets di kulonprogo jadi lokasi transit wisata favorit orang eropa,towilfiets,-7.822057,110.231947,dinpar diy 2023,towilfiets di kulonprogo jadi lokasi transit wisata favorit orang eropa,towilfiets kulonprogo jadi lokasi transit wisata favorit orang eropa,"['towilfiets', 'kulonprogo', 'jadi', 'lokasi', 'transit', 'wisata', 'favorit', 'orang', 'eropa']",towilfiets kulonprogo jadi lokasi transit wisata favorit orang eropa,Towilfiets Kulonprogo is the location of European Favorite Tourism Transit,0.4588,Positive,
Tue Jun 27 07:38:52 +0000 2023,Toyota Avanza Hangus Terbakar di Kawasan Pantai Congot Belum Diketahui Siapa Pemiliknya https://t.co/vIG6TW8H94,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,toyota avanza hangus terbakar di kawasan pantai congot belum diketahui siapa pemiliknya https://t.co/vig6tw8h94,toyota avanza hangus terbakar di kawasan pantai congot belum diketahui siapa pemiliknya,pantai congot,-7.907542,110.053566,visit jogja,toyota avanza hangus terbakar di kawasan pantai congot belum diketahui siapa pemiliknya,toyota avanza hangus terbakar kawasan pantai congot diketahui siapa pemiliknya,"['toyota', 'avanza', 'hangus', 'terbakar', 'kawasan', 'pantai', 'congot', 'diketahui', 'siapa', 'pemiliknya']",toyota avanza hangus bakar kawasan pantai congot tahu siapa milik,Toyota Avanza burned the Congot Beach area know who is owned,0,Neutral,
Wed Jan 25 06:20:49 +0000 2023,@jawafess tp expense liburan di Jogja apalagi malioboro kl ga liat liat bisa boncos :(,,in,,krupikpik,@jawafess tp expense liburan di jogja apalagi malioboro kl ga liat liat bisa boncos :(,tp expense liburan di jogja apalagi malioboro kl ga liat liat bisa boncos,malioboro,-7.792646,110.365871,dinpar diy 2023,tp expense liburan di jogja apalagi malioboro kl ga liat liat bisa boncos,tp expense liburan jogja malioboro kl ga liat liat boncos,"['tp', 'expense', 'liburan', 'jogja', 'malioboro', 'kl', 'ga', 'liat', 'liat', 'boncos']",tp expense libur jogja malioboro kl ga liat liat boncos,but expense holidays jogja malioboro don't see boncos,0.5267,Positive,
Tue Feb 21 08:09:57 +0000 2023,#SobatVisitingJogja tradisi labuhan alit di Pantai Parangkusumo diawali dengan penyerahan ubarampe di Pendopo Kapanewon Kretek pada Selasa (21/2/2023). Ubarampe yang dibawa terdiri dari pengajeng pendherek serta lorodan ageman dalem dengan total 30 buah @pemkabbantul https://t.co/mojfLpnQJH,https://pbs.twimg.com/ext_tw_video_thumb/1627943594173792257/pu/img/5g-XcYmUkgZaob3w.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,#sobatvisitingjogja tradisi labuhan alit di pantai parangkusumo diawali dengan penyerahan ubarampe di pendopo kapanewon kretek pada selasa (21/2/2023). ubarampe yang dibawa terdiri dari pengajeng pendherek serta lorodan ageman dalem dengan total 30 buah @pemkabbantul https://t.co/mojflpnqjh,tradisi labuhan alit di pantai parangkusumo diawali dengan penyerahan ubarampe di pendopo kapanewon kretek pada selasa  ubarampe yang dibawa terdiri dari pengajeng pendherek serta lorodan ageman dalem dengan total  buah,pantai parangkusumo,-8.022769,110.324995,visit jogja,tradisi labuhan alit di pantai parangkusumo diawali dengan penyerahan ubarampe di pendopo kapanewon kretek pada selasa  ubarampe yang dibawa terdiri dari pengajeng pendherek serta lorodan ageman dalem dengan total  buah,tradisi labuhan alit pantai parangkusumo diawali penyerahan ubarampe pendopo kapanewon kretek selasa  ubarampe dibawa terdiri pengajeng pendherek lorodan ageman dalem total  buah,"['tradisi', 'labuhan', 'alit', 'pantai', 'parangkusumo', 'diawali', 'penyerahan', 'ubarampe', 'pendopo', 'kapanewon', 'kretek', 'selasa', 'ubarampe', 'dibawa', 'terdiri', 'pengajeng', 'pendherek', 'lorodan', 'ageman', 'dalem', 'total', 'buah']",tradisi labuh alit pantai parangkusumo awal serah ubarampe pendopo kapanewon kretek selasa ubarampe bawa diri pengajeng pendherek lorodan ageman dalem total buah,The beginning of the coast of the beach,0,Neutral,
Mon Mar 13 05:12:24 +0000 2023,Tribun Jogja - Dampak Erupsi Gunung Merapi Ini Sejumlah Destinasi Wisata Alam di Sleman yang Ditutup Sementara https://t.co/g9fH0CRwji,,in,"Sleman, Yogyakarta, ID",IniSleman,tribun jogja - dampak erupsi gunung merapi ini sejumlah destinasi wisata alam di sleman yang ditutup sementara https://t.co/g9fh0crwji,tribun jogja  dampak erupsi gunung merapi ini sejumlah destinasi wisata alam di sleman yang ditutup sementara,gunung merapi,-7.540716,110.445723,visit jogja,tribun jogja  dampak erupsi gunung merapi ini sejumlah destinasi wisata alam di sleman yang ditutup sementara,tribun jogja  dampak erupsi gunung merapi sejumlah destinasi wisata alam sleman ditutup,"['tribun', 'jogja', 'dampak', 'erupsi', 'gunung', 'merapi', 'sejumlah', 'destinasi', 'wisata', 'alam', 'sleman', 'ditutup']",tribun jogja dampak erupsi gunung merapi jumlah destinasi wisata alam sleman tutup,Tribun Jogja Impact of the Eruption of Mount Merapi,0,Neutral,
Sat Mar 11 08:47:34 +0000 2023,Tribun Jogja - Erupsi Gunung Merapi Wisata Plunyon hingga Tlogo Muncar Ditutup Sementara https://t.co/dtbQJxxwnG,,in,"Sleman, Yogyakarta, ID",IniSleman,tribun jogja - erupsi gunung merapi wisata plunyon hingga tlogo muncar ditutup sementara https://t.co/dtbqjxxwng,tribun jogja  erupsi gunung merapi wisata plunyon hingga tlogo muncar ditutup sementara,gunung merapi,-7.540716,110.445723,visit jogja,tribun jogja  erupsi gunung merapi wisata plunyon hingga tlogo muncar ditutup sementara,tribun jogja  erupsi gunung merapi wisata plunyon hingga tlogo muncar ditutup,"['tribun', 'jogja', 'erupsi', 'gunung', 'merapi', 'wisata', 'plunyon', 'hingga', 'tlogo', 'muncar', 'ditutup']",tribun jogja erupsi gunung merapi wisata plunyon hingga tlogo muncar tutup,Tribun Jogja Eruption of Mount Merapi Plunyon Tourism to Tlogo Muncar CLOSE,0,Neutral,
Sun Nov 19 01:00:31 +0000 2023,#SelamatPagiJogja | Tribun Jogja | Memperkenalkan Potensi Desa Wisata Krebet Lewat Pelaksanaan Pentas Jathilan dan Penanaman Pohon,,in,Yogyakarta,sonorafmjogja,#selamatpagijogja | tribun jogja | memperkenalkan potensi desa wisata krebet lewat pelaksanaan pentas jathilan dan penanaman pohon,tribun jogja  memperkenalkan potensi desa wisata krebet lewat pelaksanaan pentas jathilan dan penanaman pohon,desa wisata krebet,-7.858821,110.299767,visit jogja,tribun jogja  memperkenalkan potensi desa wisata krebet lewat pelaksanaan pentas jathilan dan penanaman pohon,tribun jogja  memperkenalkan potensi desa wisata krebet lewat pelaksanaan pentas jathilan penanaman pohon,"['tribun', 'jogja', 'memperkenalkan', 'potensi', 'desa', 'wisata', 'krebet', 'lewat', 'pelaksanaan', 'pentas', 'jathilan', 'penanaman', 'pohon']",tribun jogja kenal potensi desa wisata krebet lewat laksana pentas jathilan tanam pohon,Tribun Jogja knows the potential of the Krebet Tourism Village through the Jathilan Planting Tree Performance,0,Neutral,
Mon Mar 13 00:35:05 +0000 2023,Tribun Jogja - Mengapa Status Gunung Merapi Belum Dinaikkan Jadi Awas? Ini Penjelasan BPPTKG https://t.co/gdCEx7VUNY,,in,"Sleman, Yogyakarta, ID",IniSleman,tribun jogja - mengapa status gunung merapi belum dinaikkan jadi awas? ini penjelasan bpptkg https://t.co/gdcex7vuny,tribun jogja  mengapa status gunung merapi belum dinaikkan jadi awas ini penjelasan bpptkg,gunung merapi,-7.540716,110.445723,visit jogja,tribun jogja  mengapa status gunung merapi belum dinaikkan jadi awas ini penjelasan bpptkg,tribun jogja  status gunung merapi dinaikkan jadi awas penjelasan bpptkg,"['tribun', 'jogja', 'status', 'gunung', 'merapi', 'dinaikkan', 'jadi', 'awas', 'penjelasan', 'bpptkg']",tribun jogja status gunung merapi naik jadi awas jelas bpptkg,Tribun Jogja The status of Mount Merapi rose to be aware of clearly BPPTKG,0.4019,Positive,
Wed Jan 11 05:32:12 +0000 2023,Tribun Jogja - Satu Sepeda Motor Misterius di Cangkringan Pemilik Diduga ke Gunung Merapi 2 Hari Belum Kembali https://t.co/4UhXzZHaMQ,,in,"Sleman, Yogyakarta, ID",IniSleman,tribun jogja - satu sepeda motor misterius di cangkringan pemilik diduga ke gunung merapi 2 hari belum kembali https://t.co/4uhxzzhamq,tribun jogja  satu sepeda motor misterius di cangkringan pemilik diduga ke gunung merapi  hari belum kembali,gunung merapi,-7.540716,110.445723,visit jogja,tribun jogja  satu sepeda motor misterius di cangkringan pemilik diduga ke gunung merapi  hari belum kembali,tribun jogja  satu sepeda motor misterius cangkringan pemilik diduga gunung merapi  hari kembali,"['tribun', 'jogja', 'satu', 'sepeda', 'motor', 'misterius', 'cangkringan', 'pemilik', 'diduga', 'gunung', 'merapi', 'hari', 'kembali']",tribun jogja satu sepeda motor misterius cangkring milik duga gunung merapi hari kembali,Tribun Jogja One Mysterious Motorcycle Cangkring belonging to the alleged Mount Merapi Hari returns,0,Neutral,
Sun Jan 15 07:00:33 +0000 2023,[Tribun Jogja] Aktivitas Gunung Merapi Sepekan Terakhir BPPTKG Yogyakarta Laporkan Ada 3 Kali Guguran Lava https://t.co/PrM4na7Y1T https://t.co/1miVQRy0pI,https://pbs.twimg.com/media/FmfrdA4aAAEWE1R.jpg,in,Klaten,kla10_,[tribun jogja] aktivitas gunung merapi sepekan terakhir bpptkg yogyakarta laporkan ada 3 kali guguran lava https://t.co/prm4na7y1t https://t.co/1mivqry0pi,tribun jogja aktivitas gunung merapi sepekan terakhir bpptkg yogyakarta laporkan ada  kali guguran lava,gunung merapi,-7.540716,110.445723,visit jogja,tribun jogja aktivitas gunung merapi sepekan terakhir bpptkg yogyakarta laporkan ada  kali guguran lava,tribun jogja aktivitas gunung merapi sepekan terakhir bpptkg yogyakarta laporkan  kali guguran lava,"['tribun', 'jogja', 'aktivitas', 'gunung', 'merapi', 'sepekan', 'terakhir', 'bpptkg', 'yogyakarta', 'laporkan', 'kali', 'guguran', 'lava']",tribun jogja aktivitas gunung merapi pek akhir bpptkg yogyakarta lapor kali gugur lava,Tribun Jogja Activities of Mount Merapi Pek Final BPPTKG Yogyakarta Reporting Kali Kali Lava,0,Neutral,
Sun Oct 15 08:23:28 +0000 2023,[Tribun Jogja] BREAKING NEWS : Nelayan di Gunungkidul Tabrak Tebing Pantai Ngrawah Satu Orang Dilaporkan Meninggal https://t.co/dc2k19J2gE https://t.co/C9sk1CX14B,https://pbs.twimg.com/media/F8d4dlTaIAAhM6J.jpg,in,Klaten,kla10_,[tribun jogja] breaking news : nelayan di gunungkidul tabrak tebing pantai ngrawah satu orang dilaporkan meninggal https://t.co/dc2k19j2ge https://t.co/c9sk1cx14b,tribun jogja breaking news  nelayan di gunungkidul tabrak tebing pantai ngrawah satu orang dilaporkan meninggal,pantai ngrawah,-8.125082,110.520203,visit jogja,tribun jogja breaking news  nelayan di gunungkidul tabrak tebing pantai ngrawah satu orang dilaporkan meninggal,tribun jogja breaking news  nelayan gunungkidul tabrak tebing pantai ngrawah satu orang dilaporkan meninggal,"['tribun', 'jogja', 'breaking', 'news', 'nelayan', 'gunungkidul', 'tabrak', 'tebing', 'pantai', 'ngrawah', 'satu', 'orang', 'dilaporkan', 'meninggal']",tribun jogja breaking news nelayan gunungkidul tabrak tebing pantai ngrawah satu orang lapor tinggal,Tribun Jogja Breaking News Gunungkidul fishermen crashed into the cliffs of Ngrawah Beach one person reported,0,Neutral,
Tue Aug 15 05:25:16 +0000 2023,[Tribun Jogja] Update Gunung Merapi 15 Agustus 2023 : 14 Kali Guguran Lava Pijar Meluncur Pagi Ini https://t.co/cFLGU2k2i7 https://t.co/HLYLoBoUIS,https://pbs.twimg.com/media/F3jGsVwbsAAaAwP.jpg,in,Klaten,kla10_,[tribun jogja] update gunung merapi 15 agustus 2023 : 14 kali guguran lava pijar meluncur pagi ini https://t.co/cflgu2k2i7 https://t.co/hlylobouis,tribun jogja update gunung merapi  agustus    kali guguran lava pijar meluncur pagi ini,gunung merapi,-7.540716,110.445723,visit jogja,tribun jogja update gunung merapi  agustus    kali guguran lava pijar meluncur pagi ini,tribun jogja update gunung merapi  agustus    kali guguran lava pijar meluncur pagi,"['tribun', 'jogja', 'update', 'gunung', 'merapi', 'agustus', 'kali', 'guguran', 'lava', 'pijar', 'meluncur', 'pagi']",tribun jogja update gunung merapi agustus kali gugur lava pijar luncur pagi,Tribun Jogja Update Mount Merapi August Kali Kasuh Lava Pandar Luncur Morning,0,Neutral,
Tue Jan 17 01:15:16 +0000 2023,@llcy_trilinda kalau di Jogja aku ingat2 letak gunung merapi di sebelah mana jadi itu arah utara,,in,not your business,pujanaAP,@llcy_trilinda kalau di jogja aku ingat2 letak gunung merapi di sebelah mana jadi itu arah utara,trilinda kalau di jogja aku ingat letak gunung merapi di sebelah mana jadi itu arah utara,gunung merapi,-7.540716,110.445723,visit jogja,trilinda kalau di jogja aku ingat letak gunung merapi di sebelah mana jadi itu arah utara,trilinda kalau jogja aku ingat letak gunung merapi sebelah mana jadi arah utara,"['trilinda', 'kalau', 'jogja', 'aku', 'ingat', 'letak', 'gunung', 'merapi', 'sebelah', 'mana', 'jadi', 'arah', 'utara']",trilinda kalau jogja aku ingat letak gunung merapi belah mana jadi arah utara,"Trilinda If Jogja I remember the location of Mount Merapi, which is the north direction",0,Neutral,
Thu Jun 15 03:01:24 +0000 2023,@tanyarlfes True kemarin gue dari jogja ke pantai jungwok jaraknya 2jam mana naik motor Gue brngkt jam 12an terus sampe kos jam 8/9 dah. Tapi cantik banget https://t.co/k9YuQ7bBbf,https://pbs.twimg.com/ext_tw_video_thumb/1669178212042313729/pu/img/4EtAeT63L8F9A_s2.jpg,in, âŒ¦ â€” ì´í•´ì°¬ â€¢ ì´ìŠ¹í™˜ â€¢ ì´ì†Œí¬ ð“„¼ð“„¼ âœ,SunBear0600,@tanyarlfes true kemarin gue dari jogja ke pantai jungwok jaraknya 2jam mana naik motor gue brngkt jam 12an terus sampe kos jam 8/9 dah. tapi cantik banget https://t.co/k9yuq7bbbf,true kemarin gue dari jogja ke pantai jungwok jaraknya jam mana naik motor gue brngkt jam an terus sampe kos jam  dah tapi cantik banget,pantai jungwok,-8.197822,110.71234,visit jogja,true kemarin gue dari jogja ke pantai jungwok jaraknya jam mana naik motor gue brngkt jam an terus sampe kos jam  dah tapi cantik banget,true kemarin gue jogja pantai jungwok jaraknya jam mana naik motor gue brngkt jam an terus sampe kos jam  dah cantik banget,"['true', 'kemarin', 'gue', 'jogja', 'pantai', 'jungwok', 'jaraknya', 'jam', 'mana', 'naik', 'motor', 'gue', 'brngkt', 'jam', 'an', 'terus', 'sampe', 'kos', 'jam', 'dah', 'cantik', 'banget']",true kemarin gue jogja pantai jungwok jarak jam mana naik motor gue brngkt jam an terus sampe kos jam dah cantik banget,TRUE YEAR GUE JOGJA JUNGWOK BOTTOM HOURS WHERE THE MOTOR GUIDE BRGGKT HOURS,0.4215,Positive,
Fri Jul 28 14:18:55 +0000 2023,Tuan rumah BTNGM kali ini mengusung tema senam di alam terbuka dan dapat menikmati view Gunung Merapi secara lebih dekat. Salam sehat di hari Jumat Kontributor liputan: Indah Y. #klhk #bsilhk #bbpsik_jogja #btn_gn_merapi #senampagi,,in,"Sleman, Yogyakarta, Indonesia",bbpsik_jogja,tuan rumah btngm kali ini mengusung tema senam di alam terbuka dan dapat menikmati view gunung merapi secara lebih dekat. salam sehat di hari jumat kontributor liputan: indah y. #klhk #bsilhk #bbpsik_jogja #btn_gn_merapi #senampagi,tuan rumah btngm kali ini mengusung tema senam di alam terbuka dan dapat menikmati view gunung merapi secara lebih dekat salam sehat di hari jumat kontributor liputan indah y   jogja gnmerapi,gunung merapi,-7.540716,110.445723,visit jogja,tuan rumah btngm kali ini mengusung tema senam di alam terbuka dan dapat menikmati view gunung merapi secara lebih dekat salam sehat di hari jumat kontributor liputan indah y   jogja gnmerapi,tuan rumah btngm kali mengusung tema senam alam terbuka dapat menikmati view gunung merapi lebih dekat salam sehat hari jumat kontributor liputan indah y   jogja gnmerapi,"['tuan', 'rumah', 'btngm', 'kali', 'mengusung', 'tema', 'senam', 'alam', 'terbuka', 'dapat', 'menikmati', 'view', 'gunung', 'merapi', 'lebih', 'dekat', 'salam', 'sehat', 'hari', 'jumat', 'kontributor', 'liputan', 'indah', 'y', 'jogja', 'gnmerapi']",tuan rumah btngm kali usung tema senam alam buka dapat nikmat view gunung merapi lebih dekat salam sehat hari jumat kontributor liput indah y jogja gnmerapi,host btngm riverbanks the theme of natural gymnastics open can be enjoyed the view of the merapi mountain closer greetings on Friday Friday contributors beautiful yogja gnmerapi,0.91,Positive,
Thu Apr 13 07:19:30 +0000 2023,Tugu Jogja. [. ] biar kayak vibes tourist nya mostly isinya ya turis lokal maupun bule. harga disini agak pricey mungkin karena kawasan wisata tapi masih oke banget. https://t.co/cofDlfEiFZ,https://pbs.twimg.com/media/Ftk7sx-akAAKz9H.jpg,in,"Marseille, France.",micsuh,tugu jogja. [. ] biar kayak vibes tourist nya mostly isinya ya turis lokal maupun bule. harga disini agak pricey mungkin karena kawasan wisata tapi masih oke banget. https://t.co/cofdlfeifz,tugu jogja   biar kayak vibes tourist nya mostly isinya ya turis lokal maupun bule harga disini agak pricey mungkin karena kawasan wisata tapi masih oke banget,tugu jogja,-7.782922,110.367076,visit jogja,tugu jogja   biar kayak vibes tourist nya mostly isinya ya turis lokal maupun bule harga disini agak pricey mungkin karena kawasan wisata tapi masih oke banget,tugu jogja   biar kayak vibes tourist nya mostly isinya turis lokal maupun bule harga disini pricey mungkin kawasan wisata masih oke banget,"['tugu', 'jogja', 'biar', 'kayak', 'vibes', 'tourist', 'nya', 'mostly', 'isinya', 'turis', 'lokal', 'maupun', 'bule', 'harga', 'disini', 'pricey', 'mungkin', 'kawasan', 'wisata', 'masih', 'oke', 'banget']",tugu jogja biar kayak vibes tourist nya mostly isi turis lokal maupun bule harga sini pricey mungkin kawasan wisata masih oke banget,Tugu Jogja so that the vibes tourist is mostly contents,0,Neutral,
Fri Sep 29 12:31:50 +0000 2023,Tugu Jogja - Kebun Ndalem Coffee pertemuan bucin intak dan kakaknya shota @resmania99 pleasure to meet you! sampai bertemu lgi di jakartaa https://t.co/7Yy3q6yQWp,https://pbs.twimg.com/media/F7MX2_faYAAQtvC.jpg,in,,altheaaaa___,tugu jogja - kebun ndalem coffee pertemuan bucin intak dan kakaknya shota @resmania99 pleasure to meet you! sampai bertemu lgi di jakartaa https://t.co/7yy3q6yqwp,tugu jogja  kebun ndalem coffee pertemuan bucin intak dan kakaknya shota  pleasure to meet you sampai bertemu lgi di jakartaa,tugu jogja,-7.782922,110.367076,visit jogja,tugu jogja  kebun ndalem coffee pertemuan bucin intak dan kakaknya shota  pleasure to meet you sampai bertemu lgi di jakartaa,tugu jogja  kebun ndalem coffee pertemuan bucin intak kakaknya shota  pleasure to meet you bertemu lgi jakartaa,"['tugu', 'jogja', 'kebun', 'ndalem', 'coffee', 'pertemuan', 'bucin', 'intak', 'kakaknya', 'shota', 'pleasure', 'to', 'meet', 'you', 'bertemu', 'lgi', 'jakartaa']",tugu jogja kebun ndalem coffee temu bucin intak kakak shota pleasure to meet you temu lgi jakartaa,Tugu Jogja Kebon Ndalem Coffee Bucin for Shota Pleasure to Meet You Meet Lgi Jakartaa,0.5719,Positive,
Wed Aug 30 15:39:27 +0000 2023,@convomf Tugu Jogja di balik jendela bis dan satunya di wisata alam Puncak Becici. Omg aku jd kangen Jogjaaaa https://t.co/cfH2Qd09qs,https://pbs.twimg.com/media/F4yjG2laMAA8e9M.jpg,in,Angkasa,rebahankiw,@convomf tugu jogja di balik jendela bis dan satunya di wisata alam puncak becici. omg aku jd kangen jogjaaaa https://t.co/cfh2qd09qs,tugu jogja di balik jendela bis dan satunya di wisata alam puncak becici omg aku jd kangen jogjaaaa,puncak becici,-7.902021,110.437515,dinpar diy 2023,tugu jogja di balik jendela bis dan satunya di wisata alam puncak becici omg aku jd kangen jogjaaaa,tugu jogja balik jendela bis satunya wisata alam puncak becici omg aku jd kangen jogjaaaa,"['tugu', 'jogja', 'balik', 'jendela', 'bis', 'satunya', 'wisata', 'alam', 'puncak', 'becici', 'omg', 'aku', 'jd', 'kangen', 'jogjaaaa']",tugu jogja balik jendela bis satu wisata alam puncak becici omg aku jd kangen jogjaaaa,Monument Jogja Behind the bus window of one natural tourism peak Becici omg I miss jogjaaaa,0.2263,Positive,
Thu Jan 26 14:32:50 +0000 2023,@tanyakanrl @kakakyangimoet 1. Tugu Jogja pagi hari abis ujan. uhh vibesnya 2. Pantai Indrayanti 3. JJLS (sepi banget euy enak buat ngebutttt) https://t.co/oA25b23qkn,https://pbs.twimg.com/media/FnZ8a7TaMAI-e6C.jpg,in,Austronesia,devarid_,@tanyakanrl @kakakyangimoet 1. tugu jogja pagi hari abis ujan. uhh vibesnya 2. pantai indrayanti 3. jjls (sepi banget euy enak buat ngebutttt) https://t.co/oa25b23qkn,tugu jogja pagi hari abis ujan uhh vibesnya  pantai indrayanti  jjls sepi banget euy enak buat ngebutttt,pantai indrayanti,-8.150736,110.612346,visit jogja,tugu jogja pagi hari abis ujan uhh vibesnya  pantai indrayanti  jjls sepi banget euy enak buat ngebutttt,tugu jogja pagi hari abis ujan uhh vibesnya  pantai indrayanti  jjls sepi banget euy enak buat ngebutttt,"['tugu', 'jogja', 'pagi', 'hari', 'abis', 'ujan', 'uhh', 'vibesnya', 'pantai', 'indrayanti', 'jjls', 'sepi', 'banget', 'euy', 'enak', 'buat', 'ngebutttt']",tugu jogja pagi hari abis ujan uhh vibesnya pantai indrayanti jjls sepi banget euy enak buat ngebutttt,Monument Jogja in the morning after the uhh vibes is the beach indrayanti jjls really quiet euy for speedttttttt,0,Neutral,
