created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader
Tue Mar 28 07:27:00 +0000 2023,Layar monitor di pos pantauan Gunung Merapi Glagaharjo sangat membantu para relawan #GunungMerapi #relawan #aktivitasMerapi #BeritaJogja #TVRIYogyakarta https://t.co/xYWhVahOEx,https://pbs.twimg.com/ext_tw_video_thumb/1640612438952542208/pu/img/BgXqxea5gnubrFn2.jpg,in,"Yogyakarta, Indonesia",tvriyogyakarta,layar monitor di pos pantauan gunung merapi glagaharjo sangat membantu para relawan #gunungmerapi #relawan #aktivitasmerapi #beritajogja #tvriyogyakarta https://t.co/xywhvahoex,layar monitor di pos pantauan gunung merapi glagaharjo sangat membantu para relawan,gunung merapi,-7.540716,110.445723,visit jogja,layar monitor di pos pantauan gunung merapi glagaharjo sangat membantu para relawan,layar monitor pos pantauan gunung merapi glagaharjo sangat membantu relawan,"['layar', 'monitor', 'pos', 'pantauan', 'gunung', 'merapi', 'glagaharjo', 'sangat', 'membantu', 'relawan']",layar monitor pos pantau gunung merapi glagaharjo sangat bantu rawan,The monitor screen at the Mount Merapi Glagaharjo Monitoring Post is very helpful for volunteers,0.4754,positif
Thu Aug 10 00:56:38 +0000 2023,Ledok Sambi Kawasan Wisata Alam &amp; Outbound Seru di Sleman Jogja https://t.co/iZ9kxfeEMD https://t.co/4nZDWnFbsa,https://pbs.twimg.com/media/F3IZQYLbgAA-WuM.jpg,in,,dejogjanet,ledok sambi kawasan wisata alam &amp; outbound seru di sleman jogja https://t.co/iz9kxfeemd https://t.co/4nzdwnfbsa,ledok sambi kawasan wisata alam amp outbound seru di sleman jogja,ledok sambi,-7.647081,110.428115,dinpar diy 2023,ledok sambi kawasan wisata alam amp outbound seru di sleman jogja,ledok sambi kawasan wisata alam amp outbound seru sleman jogja,"['ledok', 'sambi', 'kawasan', 'wisata', 'alam', 'amp', 'outbound', 'seru', 'sleman', 'jogja']",ledok sambi kawasan wisata alam amp outbound seru sleman jogja,Ledok Sambi Amp Outbound Nature Tourism Area in Sleman Jogja,0,netral
Sat Jan 21 00:29:43 +0000 2023,Ledok Sambi Objek Wisata Alam Favorit untuk Liburan Keluarga di Sleman Jogja https://t.co/FSfK3dMSPH,,in,,javatravelnet,ledok sambi objek wisata alam favorit untuk liburan keluarga di sleman jogja https://t.co/fsfk3dmsph,ledok sambi objek wisata alam favorit untuk liburan keluarga di sleman jogja,ledok sambi,-7.647081,110.428115,dinpar diy 2023,ledok sambi objek wisata alam favorit untuk liburan keluarga di sleman jogja,ledok sambi objek wisata alam favorit liburan keluarga sleman jogja,"['ledok', 'sambi', 'objek', 'wisata', 'alam', 'favorit', 'liburan', 'keluarga', 'sleman', 'jogja']",ledok sambi objek wisata alam favorit libur keluarga sleman jogja,Ledok Sambi Favorite Natural Attractions for Family Holidays in Sleman Jogja,0.872,positif
Tue Apr 25 10:22:44 +0000 2023,Libur lebaranmu kemana aja Sob? Tenang mimin kasih rekomendasi asik nih buat nyenja Ada Obelix Hills cocok banget bawa temen sama keluarga buat liburan sambil lihat sunset. Jadi kapan kalian kesini Sob?? Obelix Hills Sleman DIY @ibnu_murti_2 #visitingjogja https://t.co/gIWwnofHuE,https://pbs.twimg.com/ext_tw_video_thumb/1650807469395054593/pu/img/uvutJcuRSKLridC4.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,libur lebaranmu kemana aja sob? tenang mimin kasih rekomendasi asik nih buat nyenja ada obelix hills cocok banget bawa temen sama keluarga buat liburan sambil lihat sunset. jadi kapan kalian kesini sob?? obelix hills sleman diy @ibnu_murti_2 #visitingjogja https://t.co/giwwnofhue,libur lebaranmu kemana aja sob tenang mimin kasih rekomendasi asik nih buat nyenja ada obelix hills cocok banget bawa temen sama keluarga buat liburan sambil lihat sunset jadi kapan kalian kesini sob obelix hills sleman diy murti,obelix hills,-7.806309,110.518469,dinpar diy 2023,libur lebaranmu kemana aja sob tenang mimin kasih rekomendasi asik nih buat nyenja ada obelix hills cocok banget bawa temen sama keluarga buat liburan sambil lihat sunset jadi kapan kalian kesini sob obelix hills sleman diy murti,libur lebaranmu aja sob tenang mimin kasih rekomendasi asik nih buat nyenja obelix hills cocok banget bawa temen sama keluarga buat liburan lihat sunset jadi kapan kalian kesini sob obelix hills sleman diy murti,"['libur', 'lebaranmu', 'aja', 'sob', 'tenang', 'mimin', 'kasih', 'rekomendasi', 'asik', 'nih', 'buat', 'nyenja', 'obelix', 'hills', 'cocok', 'banget', 'bawa', 'temen', 'sama', 'keluarga', 'buat', 'liburan', 'lihat', 'sunset', 'jadi', 'kapan', 'kalian', 'kesini', 'sob', 'obelix', 'hills', 'sleman', 'diy', 'murti']",libur lebaran aja sob tenang mimin kasih rekomendasi asik nih buat nyenja obelix hills cocok banget bawa temen sama keluarga buat libur lihat sunset jadi kapan kalian kesini sob obelix hills sleman diy murti,"Eid holidays wherever you are calm, Mimin gives a cool recommendation for nyenja there is an obelix hills very suitable to bring friends with family for a vacation while looking at the sunset so when you come here, OBELIX HILLS SLEMAN DIY MURTI",0.8519,positif
Wed Dec 27 04:32:05 +0000 2023,Libur Natal Rumah Makan Seafood Pantai Depok Panen Rezeki https://t.co/IdbX16jIAQ,,in,"Yogyakarta, Indonesia",IDNTimesJogja,libur natal rumah makan seafood pantai depok panen rezeki https://t.co/idbx16jiaq,libur natal rumah makan seafood pantai depok panen rezeki,pantai depok,-8.013709,110.291478,visit jogja,libur natal rumah makan seafood pantai depok panen rezeki,libur natal rumah makan seafood pantai depok panen rezeki,"['libur', 'natal', 'rumah', 'makan', 'seafood', 'pantai', 'depok', 'panen', 'rezeki']",libur natal rumah makan seafood pantai depok panen rezeki,Christmas Holidays Seafood Restaurant Depok Beach Panen Rezeki,0.3818,positif
Tue Dec 26 08:14:36 +0000 2023,Libur Nataru Kunjungan ke Pantai Parangtritis Justru Beringsut Turun https://t.co/AfMQGF8KhD #beritajogja #jogja #jogjaistimewa https://t.co/BcBqlCZzXG,https://pbs.twimg.com/media/GCQo5iaagAALsU5.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,libur nataru kunjungan ke pantai parangtritis justru beringsut turun https://t.co/afmqgf8khd #beritajogja #jogja #jogjaistimewa https://t.co/bcbqlczzxg,libur nataru kunjungan ke pantai parangtritis justru beringsut turun,pantai parangtritis,-8.024608,110.329804,visit jogja,libur nataru kunjungan ke pantai parangtritis justru beringsut turun,libur nataru kunjungan pantai parangtritis justru beringsut turun,"['libur', 'nataru', 'kunjungan', 'pantai', 'parangtritis', 'justru', 'beringsut', 'turun']",libur nataru kunjung pantai parangtritis justru ingsut turun,Nataru's holiday visit to Parangtritis Beach actually moved down,0.4019,positif
Sun May 28 04:59:00 +0000 2023,Libur tlah tiba Suasana Pantai Sadranan Gunungkidul siang ini 28 Mei 2023 . #liburan #pantai #gunungkidul #jogja #yogyakartacity https://t.co/jrXKLYdvTZ,https://pbs.twimg.com/ext_tw_video_thumb/1662684698194374656/pu/img/SGlMcv-jGTt-U8Vc.jpg,in,YOGYAKARTA / JOGJA,YogyakartaCity,libur tlah tiba suasana pantai sadranan gunungkidul siang ini 28 mei 2023 . #liburan #pantai #gunungkidul #jogja #yogyakartacity https://t.co/jrxklydvtz,libur tlah tiba suasana pantai sadranan gunungkidul siang ini  mei,pantai sadranan,-8.145657,110.604421,dinpar diy 2023,libur tlah tiba suasana pantai sadranan gunungkidul siang ini  mei,libur tlah tiba suasana pantai sadranan gunungkidul siang  mei,"['libur', 'tlah', 'tiba', 'suasana', 'pantai', 'sadranan', 'gunungkidul', 'siang', 'mei']",libur tlah tiba suasana pantai sadran gunungkidul siang mei,Holidays arrived at the atmosphere of Sadranan Gunungkidul Beach this afternoon May,0.3818,positif
Fri Jun 30 10:45:34 +0000 2023,Liburan Akhir Pekan Pantai Glagah Masih Jadi Favorit Pelancong #beritajogja #jogja #jogjaistimewa https://t.co/yAhRcNQjmg https://t.co/o3HmtEoq0u,https://pbs.twimg.com/media/Fz3W31vaIAMchRd.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,liburan akhir pekan pantai glagah masih jadi favorit pelancong #beritajogja #jogja #jogjaistimewa https://t.co/yahrcnqjmg https://t.co/o3hmteoq0u,liburan akhir pekan pantai glagah masih jadi favorit pelancong,pantai glagah,-7.911943,110.064734,visit jogja,liburan akhir pekan pantai glagah masih jadi favorit pelancong,liburan akhir pekan pantai glagah jadi favorit pelancong,"['liburan', 'akhir', 'pekan', 'pantai', 'glagah', 'jadi', 'favorit', 'pelancong']",libur akhir pekan pantai glagah jadi favorit lancong,Weekend holiday Glagah beach is still a favorite of travelers,0.6908,positif
Sat Apr 22 12:15:08 +0000 2023,Liburan di Malioboro Pemkot Minta Wisatawan Naik Kendaraan Umum https://t.co/NxkRthKGst,,in,"Yogyakarta, Indonesia",IDNTimesJogja,liburan di malioboro pemkot minta wisatawan naik kendaraan umum https://t.co/nxkrthkgst,liburan di malioboro pemkot minta wisatawan naik kendaraan umum,malioboro,-7.792646,110.365871,dinpar diy 2023,liburan di malioboro pemkot minta wisatawan naik kendaraan umum,liburan malioboro pemkot minta wisatawan naik kendaraan umum,"['liburan', 'malioboro', 'pemkot', 'minta', 'wisatawan', 'naik', 'kendaraan', 'umum']",libur malioboro pemkot minta wisatawan naik kendara umum,Vacation in Malioboro City Government Ask for tourists to take public transportation,0,netral
Sat Oct 07 03:14:14 +0000 2023,Liburan Di Pantai Drini Jogja https://t.co/JBsJgbje2o,https://pbs.twimg.com/media/F7zkzu3b0AAYdUU.jpg,in,,rizal_sound,liburan di pantai drini jogja https://t.co/jbsjgbje2o,liburan di pantai drini jogja,pantai drini,-8.138441,110.577548,dinpar diy 2023,liburan di pantai drini jogja,liburan pantai drini jogja,"['liburan', 'pantai', 'drini', 'jogja']",libur pantai drini jogja,vacation on the beach of drini jogja,0,netral
Fri Jul 21 05:24:19 +0000 2023,Liburan kali ini engga tertarik liat Tugu Jogja nongki sana nongki sini. Cuma ingin rebahan tidur santai. YaAllah mata berat banget bisi pingsan,,in,"West Java, Indonesia",revinin,liburan kali ini engga tertarik liat tugu jogja nongki sana nongki sini. cuma ingin rebahan tidur santai. yaallah mata berat banget bisi pingsan,liburan kali ini engga tertarik liat tugu jogja nongki sana nongki sini cuma ingin rebahan tidur santai yaallah mata berat banget bisi pingsan,tugu jogja,-7.782922,110.367076,visit jogja,liburan kali ini engga tertarik liat tugu jogja nongkrong sana nongkrong sini cuma ingin rebahan tidur santai yaallah mata berat banget bisi pingsan,liburan kali engga tertarik liat tugu jogja nongkrong sana nongkrong sini cuma rebahan tidur santai yaallah mata berat banget bisi pingsan,"['liburan', 'kali', 'engga', 'tertarik', 'liat', 'tugu', 'jogja', 'nongkrong', 'sana', 'nongkrong', 'sini', 'cuma', 'rebahan', 'tidur', 'santai', 'yaallah', 'mata', 'berat', 'banget', 'bisi', 'pingsan']",libur kali engga tarik liat tugu jogja nongkrong sana nongkrong sini cuma rebah tidur santai yaallah mata berat banget bis pingsan,This time the holiday is not interested in seeing the jogja monument hanging out there hanging out here just want to lie down to sleep casually,0.3489,positif
Sun Jan 08 07:55:04 +0000 2023,Liburan ke Candi Prambanan Jokowi Ajak Jan Ethes dan Lembah Manah Kenali Sejarah https://t.co/aEEjyFsI3L #beritajogja #jogja #jogjaistimewa https://t.co/JAKIRbAPs0,https://pbs.twimg.com/media/Fl70zSaaYAAk-27.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,liburan ke candi prambanan jokowi ajak jan ethes dan lembah manah kenali sejarah https://t.co/aeejyfsi3l #beritajogja #jogja #jogjaistimewa https://t.co/jakirbaps0,liburan ke candi prambanan jokowi ajak jan ethes dan lembah manah kenali sejarah,candi prambanan,-7.752021,110.491467,visit jogja,liburan ke candi prambanan jokowi ajak jan ethes dan lembah manah kenali sejarah,liburan candi prambanan jokowi ajak jan ethes lembah manah kenali sejarah,"['liburan', 'candi', 'prambanan', 'jokowi', 'ajak', 'jan', 'ethes', 'lembah', 'manah', 'kenali', 'sejarah']",libur candi prambanan jokowi ajak jan ethes lembah manah kenal sejarah,Vacation to Prambanan Jokowi's temple invites Jan Ethes and Valley Manah to recognize history,0,netral
Sat Apr 29 07:10:25 +0000 2023,Liburan ke jogja pas puasa dong. Jalanan ramai lancar. Cari hotel di malioboro jd tinggal jalan kaki. Ke parangtritis sore2 jelang berbuka. Tu pantai berasa milih berdua saking sepinya ,,in,,Igemwoya1,liburan ke jogja pas puasa dong. jalanan ramai lancar. cari hotel di malioboro jd tinggal jalan kaki. ke parangtritis sore2 jelang berbuka. tu pantai berasa milih berdua saking sepinya ,liburan ke jogja pas puasa dong jalanan ramai lancar cari hotel di malioboro jd tinggal jalan kaki ke parangtritis sore jelang berbuka tu pantai berasa milih berdua saking sepinya,malioboro,-7.792646,110.365871,dinpar diy 2023,liburan ke jogja pas puasa dong jalanan ramai lancar cari hotel di malioboro jd tinggal jalan kaki ke parangtritis sore jelang berbuka tu pantai berasa milih berdua saking sepinya,liburan jogja pas puasa dong jalanan ramai lancar cari hotel malioboro jd tinggal jalan kaki parangtritis sore jelang berbuka tu pantai berasa milih berdua saking sepinya,"['liburan', 'jogja', 'pas', 'puasa', 'dong', 'jalanan', 'ramai', 'lancar', 'cari', 'hotel', 'malioboro', 'jd', 'tinggal', 'jalan', 'kaki', 'parangtritis', 'sore', 'jelang', 'berbuka', 'tu', 'pantai', 'berasa', 'milih', 'berdua', 'saking', 'sepinya']",libur jogja pas puasa dong jalan ramai lancar cari hotel malioboro jd tinggal jalan kaki parangtritis sore jelang buka tu pantai asa milih dua saking sepi,"Vacation to Jogja during fasting, the streets are busy looking for hotels in Malioboro so I just walk to Parangtritis in the afternoon ahead",0,netral
Wed Feb 01 11:58:38 +0000 2023,Liburan Ke Jogja Yuk Tengok Patung Naga di Sisi Timur Kawasan Wisata Tebing Breksi https://t.co/5lAmyCvhgp,,in,"Banten, Indonesia",distriknewscom,liburan ke jogja yuk tengok patung naga di sisi timur kawasan wisata tebing breksi https://t.co/5lamycvhgp,liburan ke jogja yuk tengok patung naga di sisi timur kawasan wisata tebing breksi,tebing breksi,-7.780311,110.505342,dinpar diy 2023,liburan ke jogja yuk tengok patung naga di sisi timur kawasan wisata tebing breksi,liburan jogja yuk tengok patung naga sisi timur kawasan wisata tebing breksi,"['liburan', 'jogja', 'yuk', 'tengok', 'patung', 'naga', 'sisi', 'timur', 'kawasan', 'wisata', 'tebing', 'breksi']",libur jogja yuk tengok patung naga sisi timur kawasan wisata tebing breksi,"Holiday to Jogja, let's look at the dragon statue on the east side",0.4019,positif
Sun Jan 08 22:30:44 +0000 2023,Liburan Ke Jogja? Sebaiknya Kalian Coba Jogja Bay Waterpark Terbesar Di Indonesia! - https://t.co/Xl8jDYdROe https://t.co/TKtNzfQuw9,https://pbs.twimg.com/media/Fl-9Og9acAAWa6B.jpg,in,contact  idbcpr@gmail.com,idbcpr,liburan ke jogja? sebaiknya kalian coba jogja bay waterpark terbesar di indonesia! - https://t.co/xl8jdydroe https://t.co/tktnzfquw9,liburan ke jogja sebaiknya kalian coba jogja bay waterpark terbesar di indonesia,jogja bay,-7.748407,110.418377,dinpar diy 2023,liburan ke jogja sebaiknya kalian coba jogja bay waterpark terbesar di indonesia,liburan jogja sebaiknya kalian coba jogja bay waterpark terbesar indonesia,"['liburan', 'jogja', 'sebaiknya', 'kalian', 'coba', 'jogja', 'bay', 'waterpark', 'terbesar', 'indonesia']",libur jogja baik kalian coba jogja bay waterpark besar indonesia,Vacation to Jogja you should try the biggest jogja bay waterpark in Indonesia,0,netral
Fri Jun 30 03:21:51 +0000 2023,Liburan mana yang engkau dustakan? Libur sekolah dan idul adha yuk makan gelato di pinggir pantai sambil melihat luasnya samudra bisaa juga. Store The Original Gelato siap menyambut liburan kalian di HEHA Ocean View ya. #gelato #theOriginalagielato #HEHAOceanView #liburan https://t.co/us6jNKokja,https://pbs.twimg.com/media/Fz1xTvtaYAIrGAC.jpg,in,DIY - JATENG,MakandiJOGJA,liburan mana yang engkau dustakan? libur sekolah dan idul adha yuk makan gelato di pinggir pantai sambil melihat luasnya samudra bisaa juga. store the original gelato siap menyambut liburan kalian di heha ocean view ya. #gelato #theoriginalagielato #hehaoceanview #liburan https://t.co/us6jnkokja,liburan mana yang engkau dustakan libur sekolah dan idul adha yuk makan gelato di pinggir pantai sambil melihat luasnya samudra bisaa juga store the original gelato siap menyambut liburan kalian di heha ocean view ya,heha ocean,-8.106066,110.46151,visit jogja,liburan mana yang engkau dustakan libur sekolah dan idul adha yuk makan gelato di pinggir pantai sambil melihat luasnya samudra bisaa juga store the original gelato siap menyambut liburan kalian di heha ocean view ya,liburan mana engkau dustakan libur sekolah idul adha yuk makan gelato pinggir pantai melihat luasnya samudra bisaa store the original gelato siap menyambut liburan kalian heha ocean view,"['liburan', 'mana', 'engkau', 'dustakan', 'libur', 'sekolah', 'idul', 'adha', 'yuk', 'makan', 'gelato', 'pinggir', 'pantai', 'melihat', 'luasnya', 'samudra', 'bisaa', 'store', 'the', 'original', 'gelato', 'siap', 'menyambut', 'liburan', 'kalian', 'heha', 'ocean', 'view']",libur mana engkau dusta libur sekolah idul adha yuk makan gelato pinggir pantai lihat luas samudra bisaa store the original gelato siap sambut libur kalian heha ocean view,"Which holiday you deny school holidays and Eid al -Adha, let's eat gelato on the beach while looking at the extent of the ocean can also store the original gelato ready to welcome your vacation in heha ocean view yes",0.9081,positif
Tue Jul 11 07:46:36 +0000 2023,Liburan Sekolah Kunjungan ke Taman Pintar Yogyakarta Meningkat #TamanPintar #LiburanSekolah https://t.co/nQq56tdWmI,,in,Yogyakarta,republikajogja,liburan sekolah kunjungan ke taman pintar yogyakarta meningkat #tamanpintar #liburansekolah https://t.co/nqq56tdwmi,liburan sekolah kunjungan ke taman pintar yogyakarta meningkat,taman pintar,-7.800672,110.367655,visit jogja,liburan sekolah kunjungan ke taman pintar yogyakarta meningkat,liburan sekolah kunjungan taman pintar yogyakarta meningkat,"['liburan', 'sekolah', 'kunjungan', 'taman', 'pintar', 'yogyakarta', 'meningkat']",libur sekolah kunjung taman pintar yogyakarta tingkat,School holidays visits to Taman Pintar Yogyakarta increased,0.5719,positif
Sun May 14 06:55:21 +0000 2023,Liburan Seru di Pantai Parangkusumo: Nikmati Pesona Lautan dan Alam yang Menawan #pantaiparangkusumojogja #jogja #wisatajogja #explorejogja #pesonajogja #travelling Klik foto untuk melihat keindahannya. https://t.co/UfxJ7M98yH,,in,Indonesia,NuryanZulfana,liburan seru di pantai parangkusumo: nikmati pesona lautan dan alam yang menawan #pantaiparangkusumojogja #jogja #wisatajogja #explorejogja #pesonajogja #travelling klik foto untuk melihat keindahannya. https://t.co/ufxj7m98yh,liburan seru di pantai parangkusumo nikmati pesona lautan dan alam yang menawan       klik foto untuk melihat keindahannya,pantai parangkusumo,-8.022769,110.324995,visit jogja,liburan seru di pantai parangkusumo nikmati pesona lautan dan alam yang menawan       klik foto untuk melihat keindahannya,liburan seru pantai parangkusumo nikmati pesona lautan alam menawan       klik foto melihat keindahannya,"['liburan', 'seru', 'pantai', 'parangkusumo', 'nikmati', 'pesona', 'lautan', 'alam', 'menawan', 'klik', 'foto', 'melihat', 'keindahannya']",libur seru pantai parangkusumo nikmat pesona laut alam tawan klik foto lihat indah,Exciting Vacation at Parangkusumo Beach Enjoy the charm of the ocean and the charming nature click photo to see its beauty,0.9493,positif
Mon Jan 16 12:14:40 +0000 2023,Liburan seru di Pantai Slili #liburanseru #liburankeluarga #liburanjogja #explorejogja #jogjaistimewa #vacation #pantaigunungkidul #pantaislilijogja #pantaisliligunungkidul #pantaislili https://t.co/CPccRyMPqp,,in,indonesia,Elena_Cherish,liburan seru di pantai slili #liburanseru #liburankeluarga #liburanjogja #explorejogja #jogjaistimewa #vacation #pantaigunungkidul #pantaislilijogja #pantaisliligunungkidul #pantaislili https://t.co/cpccrympqp,liburan seru di pantai slili,pantai slili,-8.144966,110.602877,visit jogja,liburan seru di pantai slili,liburan seru pantai slili,"['liburan', 'seru', 'pantai', 'slili']",libur seru pantai slili,Exciting Vacation at Slili Beach,0.4939,positif
Thu Jan 19 22:31:03 +0000 2023,Liburan Seru ke Pantai Sedahan Jogja - https://t.co/EuBREGyICe https://t.co/8qfGD75SaV,https://pbs.twimg.com/media/Fm3myYRaAAE5QDC.jpg,in,contact  idbcpr@gmail.com,idbcpr,liburan seru ke pantai sedahan jogja - https://t.co/eubregyice https://t.co/8qfgd75sav,liburan seru ke pantai sedahan jogja,pantai sedahan,-8.197879,110.72088,dinpar diy 2023,liburan seru ke pantai sedahan jogja,liburan seru pantai sedahan jogja,"['liburan', 'seru', 'pantai', 'sedahan', 'jogja']",libur seru pantai sedahan jogja,Exciting Vacation to Sedahan Beach Jogja,0.4939,positif
Sat Mar 11 12:23:15 +0000 2023,Lihat berita meletusnya gunung #merapi hari ini jadi ingat kejadian meletusnya gunung merapi saat kuliah di Jogja dulu. Banyak kejadian. Drama. Dan air mata juga. Bersyukur Allah masih memberikan kesempatan hidup sampai detik ini. Alhamdulillah...,,in,"Weleri, Indonesia",AkhwanZarkasyi,lihat berita meletusnya gunung #merapi hari ini jadi ingat kejadian meletusnya gunung merapi saat kuliah di jogja dulu. banyak kejadian. drama. dan air mata juga. bersyukur allah masih memberikan kesempatan hidup sampai detik ini. alhamdulillah...,lihat berita meletusnya gunung  hari ini jadi ingat kejadian meletusnya gunung merapi saat kuliah di jogja dulu banyak kejadian drama dan air mata juga bersyukur allah masih memberikan kesempatan hidup sampai detik ini alhamdulillah,gunung merapi,-7.540716,110.445723,visit jogja,lihat berita meletusnya gunung  hari ini jadi ingat kejadian meletusnya gunung merapi saat kuliah di jogja dulu banyak kejadian drama dan air mata juga bersyukur allah masih memberikan kesempatan hidup sampai detik ini alhamdulillah,lihat berita meletusnya gunung  hari jadi ingat kejadian meletusnya gunung merapi kuliah jogja dulu banyak kejadian drama air mata bersyukur allah memberikan kesempatan hidup detik alhamdulillah,"['lihat', 'berita', 'meletusnya', 'gunung', 'hari', 'jadi', 'ingat', 'kejadian', 'meletusnya', 'gunung', 'merapi', 'kuliah', 'jogja', 'dulu', 'banyak', 'kejadian', 'drama', 'air', 'mata', 'bersyukur', 'allah', 'memberikan', 'kesempatan', 'hidup', 'detik', 'alhamdulillah']",lihat berita letus gunung hari jadi ingat jadi letus gunung merapi kuliah jogja dulu banyak jadi drama air mata syukur allah beri sempat hidup detik alhamdulillah,"I saw the news about the eruption of the mountain today, so I remembered the eruption of Mount Merapi when I was studying in Jogja, there were many dramatic events and tears, I was also grateful that God still gave me the opportunity to live until now, thank God.",0.8625,positif
Wed Feb 22 01:19:50 +0000 2023,Little slice of heaven Good morning selamat pagii #SobatVisitingJogja Ã¯Â¸Â Pantai Ngetun Purwodadi Tepus Gunungkidul @fatia.nr #gunungkidul #pantaingetun #yogyakarta #sunnyday #summer #beach #healing #visitingjogja #jogjaistimewa https://t.co/5K1amFlIxY,https://pbs.twimg.com/ext_tw_video_thumb/1628202801913544705/pu/img/yBNHCTJI01LBqmgS.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,little slice of heaven good morning selamat pagii #sobatvisitingjogja Ã¯Â¸Â pantai ngetun purwodadi tepus gunungkidul @fatia.nr #gunungkidul #pantaingetun #yogyakarta #sunnyday #summer #beach #healing #visitingjogja #jogjaistimewa https://t.co/5k1amflixy,little slice of heaven good morning selamat pagii   pantai ngetun purwodadi tepus gunungkidul nr,pantai ngetun,-8.170364,110.652645,visit jogja,little slice of heaven good morning selamat pagii   pantai ngetun purwodadi tepus gunungkidul nr,little slice of heaven good morning selamat pagii   pantai ngetun purwodadi tepus gunungkidul nr,"['little', 'slice', 'of', 'heaven', 'good', 'morning', 'selamat', 'pagii', 'pantai', 'ngetun', 'purwodadi', 'tepus', 'gunungkidul', 'nr']",little slice of heaven good morning selamat pagi pantai ngetun purwodadi tepus gunungkidul nr,Little Slice of Heaven Good Morning Good Morning Pantai Purwodadi Tepus Gunungkidul Nr,0.8332,positif
Wed Feb 22 01:19:50 +0000 2023,Little slice of heaven Good morning selamat pagii #SobatVisitingJogja ÃƒÂ¯Ã‚Â¸Ã‚Â Pantai Ngetun Purwodadi Tepus Gunungkidul @fatia.nr #gunungkidul #pantaingetun #yogyakarta #sunnyday #summer #beach #healing #visitingjogja #jogjaistimewa https://t.co/5K1amFlIxY,https://pbs.twimg.com/ext_tw_video_thumb/1628202801913544705/pu/img/yBNHCTJI01LBqmgS.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,little slice of heaven good morning selamat pagii #sobatvisitingjogja ÃƒÂ¯Ã‚Â¸Ã‚Â pantai ngetun purwodadi tepus gunungkidul @fatia.nr #gunungkidul #pantaingetun #yogyakarta #sunnyday #summer #beach #healing #visitingjogja #jogjaistimewa https://t.co/5k1amflixy,little slice of heaven good morning selamat pagii   pantai ngetun purwodadi tepus gunungkidul nr,pantai ngetun,-8.170364,110.652645,visit jogja,little slice of heaven good morning selamat pagii   pantai ngetun purwodadi tepus gunungkidul nr,little slice of heaven good morning selamat pagii   pantai ngetun purwodadi tepus gunungkidul nr,"['little', 'slice', 'of', 'heaven', 'good', 'morning', 'selamat', 'pagii', 'pantai', 'ngetun', 'purwodadi', 'tepus', 'gunungkidul', 'nr']",little slice of heaven good morning selamat pagi pantai ngetun purwodadi tepus gunungkidul nr,Little Slice of Heaven Good Morning Good Morning Pantai Purwodadi Tepus Gunungkidul Nr,0.8332,positif
Sun Jul 23 00:52:57 +0000 2023,loh? siapa suruh liburan ke Kota Jogja? ngapain ke Jogja kok ke Malioboro apalagi ke Tugu? kek kagak ada wisata lain aja~ *eh Alun2 Utara udah singup gitu tu udah tanda Kota Jogja tidak baik2 saja loh,,in,"Sleman, DIY",simendezz,loh? siapa suruh liburan ke kota jogja? ngapain ke jogja kok ke malioboro apalagi ke tugu? kek kagak ada wisata lain aja~ *eh alun2 utara udah singup gitu tu udah tanda kota jogja tidak baik2 saja loh,loh siapa suruh liburan ke kota jogja ngapain ke jogja kok ke malioboro apalagi ke tugu kek kagak ada wisata lain aja eh alun utara udah singup gitu tu udah tanda kota jogja tidak baik saja loh,malioboro,-7.792646,110.365871,dinpar diy 2023,loh siapa suruh liburan ke kota jogja ngapain ke jogja kok ke malioboro apalagi ke tugu kek kagak ada wisata lain aja eh alun utara udah singup gitu tu udah tanda kota jogja tidak baik saja loh,loh siapa suruh liburan kota jogja ngapain jogja kok malioboro ke tugu kek kagak wisata aja eh alun utara udah singup gitu tu udah tanda kota jogja baik loh,"['loh', 'siapa', 'suruh', 'liburan', 'kota', 'jogja', 'ngapain', 'jogja', 'kok', 'malioboro', 'ke', 'tugu', 'kek', 'kagak', 'wisata', 'aja', 'eh', 'alun', 'utara', 'udah', 'singup', 'gitu', 'tu', 'udah', 'tanda', 'kota', 'jogja', 'baik', 'loh']",loh siapa suruh libur kota jogja ngapain jogja kok malioboro ke tugu kek kagak wisata aja eh alun utara udah singup gitu tu udah tanda kota jogja baik loh,Loh anyone who told me to go to the city of jogja to go to jogja kok to malioboro especially to the cake monument to have another tran,0,netral
