created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,eval
Sun Mar 19 13:33:24 +0000 2023,Rekomendasi homestay buat yg mau liburan ke Jogja bersama rombongan namanya Casa Calisto. Lokasinya di Jalan Bener cuma 5 menit dari Tugu Jogja atau 8 menit dari Malioboro. Satu rumah terdiri dari 5 kamar dan bisa menampung sampai 14 orang. Harganya 2 jutaan aja permalam https://t.co/ZrXmmrGLn7,https://pbs.twimg.com/media/FrlhcsCaUAITt71.jpg,in,"Yogyakarta, Indonesia",bestewens,rekomendasi homestay buat yg mau liburan ke jogja bersama rombongan namanya casa calisto. lokasinya di jalan bener cuma 5 menit dari tugu jogja atau 8 menit dari malioboro. satu rumah terdiri dari 5 kamar dan bisa menampung sampai 14 orang. harganya 2 jutaan aja permalam https://t.co/zrxmmrgln7,rekomendasi homestay buat yg mau liburan ke jogja bersama rombongan namanya casa calisto lokasinya di jalan bener cuma  menit dari tugu jogja atau  menit dari malioboro satu rumah terdiri dari  kamar dan bisa menampung sampai  orang harganya  jutaan aja permalam,malioboro,-7.792646,110.365871,dinpar diy 2023,rekomendasi homestay buat yang mau liburan ke jogja bersama rombongan namanya casa calisto lokasinya di jalan bener cuma  menit dari tugu jogja atau  menit dari malioboro satu rumah terdiri dari  kamar dan bisa menampung sampai  orang harganya  jutaan aja permalam,rekomendasi homestay buat mau liburan jogja bersama rombongan namanya casa calisto lokasinya jalan bener cuma  menit tugu jogja  menit malioboro satu rumah terdiri  kamar bisa menampung  orang harganya  jutaan aja permalam,"['rekomendasi', 'homestay', 'buat', 'mau', 'liburan', 'jogja', 'bersama', 'rombongan', 'namanya', 'casa', 'calisto', 'lokasinya', 'jalan', 'bener', 'cuma', 'menit', 'tugu', 'jogja', 'menit', 'malioboro', 'satu', 'rumah', 'terdiri', 'kamar', 'bisa', 'menampung', 'orang', 'harganya', 'jutaan', 'aja', 'permalam']",rekomendasi homestay buat mau libur jogja sama rombong nama casa calisto lokasi jalan bener cuma menit tugu jogja menit malioboro satu rumah diri kamar bisa tampung orang harga juta aja malam,"Homestay recommendations for those who want a vacation to Jogja with the group named Casa Calisto, the location on the road is just a minute from Tugu Jogja or minutes from Malioboro, one house consists of rooms and can accommodate until people the price is millions",0.0772,positif,positif
Mon Apr 24 13:35:36 +0000 2023,info wisata air di jogja yg ga jauh bgt dri patokan nya Malioboro,,in,Horizon,coupdefle,info wisata air di jogja yg ga jauh bgt dri patokan nya malioboro,info wisata air di jogja yg ga jauh bgt dri patokan nya malioboro,malioboro,-7.792646,110.365871,dinpar diy 2023,info wisata air di jogja yang ga jauh banget dri patokan nya malioboro,info wisata air jogja ga jauh banget dri patokan nya malioboro,"['info', 'wisata', 'air', 'jogja', 'ga', 'jauh', 'banget', 'dri', 'patokan', 'nya', 'malioboro']",info wisata air jogja ga jauh banget dri patok nya malioboro,Water tourism info in Jogja that is not very far from Malioboro's benchmark,0,netral,netral
Tue Jun 13 14:13:17 +0000 2023,Dalam amanatnya Kapolda mengatakan pengambilan dan penyerahan air suci tersebut merupakan rangkaian peringatan Hari Bhayangkara ke-77 yang dilaksanakan oleh Polda DIY. Nantinya pelaksanaan kegiatan tersebut dilaksanakan di Umbul Manten Gunung Merapi.,,in,"Yogyakarta, Indonesia",PoldaJogja,dalam amanatnya kapolda mengatakan pengambilan dan penyerahan air suci tersebut merupakan rangkaian peringatan hari bhayangkara ke-77 yang dilaksanakan oleh polda diy. nantinya pelaksanaan kegiatan tersebut dilaksanakan di umbul manten gunung merapi.,dalam amanatnya kapolda mengatakan pengambilan dan penyerahan air suci tersebut merupakan rangkaian peringatan hari bhayangkara ke yang dilaksanakan oleh polda diy nantinya pelaksanaan kegiatan tersebut dilaksanakan di umbul manten gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,dalam amanatnya kapolda mengatakan pengambilan dan penyerahan air suci tersebut merupakan rangkaian peringatan hari bhayangkara ke yang dilaksanakan oleh polda diy nantinya pelaksanaan kegiatan tersebut dilaksanakan di umbul manten gunung merapi,amanatnya kapolda mengatakan pengambilan penyerahan air suci tersebut merupakan rangkaian peringatan hari bhayangkara yang dilaksanakan polda diy nantinya pelaksanaan kegiatan tersebut dilaksanakan umbul manten gunung merapi,"['amanatnya', 'kapolda', 'mengatakan', 'pengambilan', 'penyerahan', 'air', 'suci', 'tersebut', 'merupakan', 'rangkaian', 'peringatan', 'hari', 'bhayangkara', 'yang', 'dilaksanakan', 'polda', 'diy', 'nantinya', 'pelaksanaan', 'kegiatan', 'tersebut', 'dilaksanakan', 'umbul', 'manten', 'gunung', 'merapi']",amanat kapolda kata ambil serah air suci sebut rupa rangkai ingat hari bhayangkara yang laksana polda diy nanti laksana giat sebut laksana umbul manten gunung merapi,"In his mandate the Kapolda said the collection and submission of the holy water was a series of commemoration of Bhayangkara Day to which was carried out by the DIY Regional Police, the implementation of the activity was carried out at Umbul Manten Mount Merapi",0,netral,netral
Sun Mar 19 00:19:50 +0000 2023,SMA Negeri 11 Yogyakarta serahkan 520 bibit tanaman kepada Desa Wisata Tinalah yang dilakukan pada tanggal 18 Maret 2023 di Bumi Perkemahan Jogja Dewi Tinalah. https://t.co/cY6MWlwXkc,,in,"Samigaluh, Kulon Progo, Jogja",dewitinalah,sma negeri 11 yogyakarta serahkan 520 bibit tanaman kepada desa wisata tinalah yang dilakukan pada tanggal 18 maret 2023 di bumi perkemahan jogja dewi tinalah. https://t.co/cy6mwlwxkc,sma negeri  yogyakarta serahkan  bibit tanaman kepada desa wisata tinalah yang dilakukan pada tanggal  maret  di bumi perkemahan jogja dewi tinalah,desa wisata tinalah,-7.712533,110.204554,dinpar diy 2023,sma negeri  yogyakarta serahkan  bibit tanaman kepada desa wisata tinalah yang dilakukan pada tanggal  maret  di bumi perkemahan jogja dewi tinalah,sma negeri  yogyakarta serahkan  bibit tanaman desa wisata tinalah dilakukan tanggal  maret  bumi perkemahan jogja dewi tinalah,"['sma', 'negeri', 'yogyakarta', 'serahkan', 'bibit', 'tanaman', 'desa', 'wisata', 'tinalah', 'dilakukan', 'tanggal', 'maret', 'bumi', 'perkemahan', 'jogja', 'dewi', 'tinalah']",sma negeri yogyakarta serah bibit tanam desa wisata talah laku tanggal maret bumi kemah jogja dewi talah,"Yogyakarta State High School, submit plant seeds to the Tourism Village, which was carried out on March at the Jogja Dewi Tinalah Campground",0,netral,netral
Thu Feb 02 16:39:49 +0000 2023,Inilah Tempat tempat Misterius di Yogyakarta. Dari Gunung Merapi di Utara sampai Pantai Selatan #malamjumatkliwon https://t.co/mW1cETTMu3 via @yogyakartacity,,in,YOGYAKARTA / JOGJA,YogyakartaCity,inilah tempat tempat misterius di yogyakarta. dari gunung merapi di utara sampai pantai selatan #malamjumatkliwon https://t.co/mw1cettmu3 via @yogyakartacity,inilah tempat tempat misterius di yogyakarta dari gunung merapi di utara sampai pantai selatan   via,gunung merapi,-7.540716,110.445723,visit jogja,inilah tempat tempat misterius di yogyakarta dari gunung merapi di utara sampai pantai selatan   via,inilah tempat tempat misterius yogyakarta gunung merapi utara pantai selatan   via,"['inilah', 'tempat', 'tempat', 'misterius', 'yogyakarta', 'gunung', 'merapi', 'utara', 'pantai', 'selatan', 'via']",ini tempat tempat misterius yogyakarta gunung merapi utara pantai selatan via,This is a mysterious place in Yogyakarta from Mount Merapi in the north to the south coast via Via,0,netral,netral
Wed Jun 14 12:35:15 +0000 2023,@fajarnugros Saya sering nangis kalo tiba2 denger lagu itu Mas. Apalagi kalo lagi sendirian. Inget masa-masa manis kuliah di Jogja. Main ke Gunung Kidul Kaliurang Goa Cerme....,,in,"Wellington City, New Zealand",Tanfidz_T,@fajarnugros saya sering nangis kalo tiba2 denger lagu itu mas. apalagi kalo lagi sendirian. inget masa-masa manis kuliah di jogja. main ke gunung kidul kaliurang goa cerme....,saya sering nangis kalo tiba denger lagu itu mas apalagi kalo lagi sendirian inget masamasa manis kuliah di jogja main ke gunung kidul kaliurang goa cerme,goa cerme,-7.979433,110.380327,dinpar diy 2023,saya sering nangis kalo tiba denger lagu itu mas apalagi kalo lagi sendirian inget masamasa manis kuliah di jogja main ke gunung kidul kaliurang goa cerme,sering nangis kalo tiba denger lagu mas kalo sendirian inget masamasa manis kuliah jogja main gunung kidul kaliurang goa cerme,"['sering', 'nangis', 'kalo', 'tiba', 'denger', 'lagu', 'mas', 'kalo', 'sendirian', 'inget', 'masamasa', 'manis', 'kuliah', 'jogja', 'main', 'gunung', 'kidul', 'kaliurang', 'goa', 'cerme']",sering nang kalo tiba denger lagu mas kalo sendiri inget masamasa manis kuliah jogja main gunung kidul kaliurang goa cerme,"I often cry when it comes to the song Mas, especially when it comes to the sweet lecture in Jogja playing to Mount Kidul Kaluang GOA CIME",0.1779,positif,positif
Wed Jun 21 12:42:24 +0000 2023,@geloraco Breaking news juga: Denny indrayana dapat info A1 bahwa gunung merapi jogja akan meletus tapi gak tau kapan.,,in,indonesia,s2pointplus,@geloraco breaking news juga: denny indrayana dapat info a1 bahwa gunung merapi jogja akan meletus tapi gak tau kapan.,breaking news juga denny indrayana dapat info a bahwa gunung merapi jogja akan meletus tapi gak tau kapan,gunung merapi,-7.540716,110.445723,visit jogja,breaking news juga denny indrayana dapat info a bahwa gunung merapi jogja akan meletus tapi gak tau kapan,breaking news denny indrayana info a gunung merapi jogja meletus gak tau kapan,"['breaking', 'news', 'denny', 'indrayana', 'info', 'a', 'gunung', 'merapi', 'jogja', 'meletus', 'gak', 'tau', 'kapan']",breaking news denny indrayana info a gunung merapi jogja letus gak tau kapan,Breaking News also Denny Indrayana got information that Mount Merapi Jogja will erupt but don't know when,0,netral,netral
Wed Sep 13 12:33:14 +0000 2023,Identitas Jasad Pria di Pantai Terungkap Identitas dari jasad pria yang ditemukan di Pantai Mlarangan Asri Kalurahan Pleret Kapanewon Panjatan Kulon Progo akhirnya terungkap. Adapun jasadnya ditemukan pada Selasa (13/9/2023). Kasi Humas Polres Kulon Progo Iptu Triatmi,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,identitas jasad pria di pantai terungkap identitas dari jasad pria yang ditemukan di pantai mlarangan asri kalurahan pleret kapanewon panjatan kulon progo akhirnya terungkap. adapun jasadnya ditemukan pada selasa (13/9/2023). kasi humas polres kulon progo iptu triatmi,identitas jasad pria di pantai terungkap identitas dari jasad pria yang ditemukan di pantai mlarangan asri kalurahan pleret kapanewon panjatan kulon progo akhirnya terungkap adapun jasadnya ditemukan pada selasa  kasi humas polres kulon progo iptu triatmi,mlarangan asri,-7.945711,110.142259,visit jogja,identitas jasad pria di pantai terungkap identitas dari jasad pria yang ditemukan di pantai mlarangan asri kalurahan pleret kapanewon panjatan kulon progo akhirnya terungkap adapun jasadnya ditemukan pada selasa  kasi humas polres kulon progo iptu triatmi,identitas jasad pria pantai terungkap identitas jasad pria ditemukan pantai mlarangan asri kalurahan pleret kapanewon panjatan kulon progo akhirnya terungkap adapun jasadnya ditemukan selasa  kasi humas polres kulon progo iptu triatmi,"['identitas', 'jasad', 'pria', 'pantai', 'terungkap', 'identitas', 'jasad', 'pria', 'ditemukan', 'pantai', 'mlarangan', 'asri', 'kalurahan', 'pleret', 'kapanewon', 'panjatan', 'kulon', 'progo', 'akhirnya', 'terungkap', 'adapun', 'jasadnya', 'ditemukan', 'selasa', 'kasi', 'humas', 'polres', 'kulon', 'progo', 'iptu', 'triatmi']",identitas jasad pria pantai ungkap identitas jasad pria temu pantai mlarangan asri kalurahan pleret kapanewon panjat kulon progo akhir ungkap adapun jasad temu selasa kasi humas polres kulon progo iptu triatmi,"The identity of the man's body on the beach is revealed by the identity of the body of the man found at Mlarang Asri Beach, Pleret Village, Whatewon Kulon Progo, was finally revealed.",0,netral,netral
Mon Jul 24 05:27:00 +0000 2023,27/09/2023 13.00 Tasyakuran Nelayan Pantai Depok 2023 @Fram_d05 https://t.co/kBqY9p4lagii,https://pbs.twimg.com/media/F1pjHXwaUAAmFGi.jpg,in,Yogyakarta,JogjaUpdate,27/09/2023 13.00 tasyakuran nelayan pantai depok 2023 @fram_d05 https://t.co/kbqy9p4lagii,tasyakuran nelayan pantai depok  d,pantai depok,-8.013709,110.291478,visit jogja,tasyakuran nelayan pantai depok  d,tasyakuran nelayan pantai depok  d,"['tasyakuran', 'nelayan', 'pantai', 'depok', 'd']",tasyakur nelayan pantai depok d,Depok Beach Fishermen Tasyakuran D,0,netral,netral
Tue Dec 26 06:43:54 +0000 2023,@gibran_tweet Ini yg katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,,in,,Astriany18,@gibran_tweet ini yg katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,tweet ini yg katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,gembira loka,-7.804134,110.397988,visit jogja,tweet ini yang katanya jumlah wisatawn solo lbh banyak dari jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,tweet yang katanya jumlah wisatawn solo lbh banyak jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,"['tweet', 'yang', 'katanya', 'jumlah', 'wisatawn', 'solo', 'lbh', 'banyak', 'jogja', 'awokawok', 'kebun', 'binatang', 'gembira', 'loka', 'rameny', 'audah', 'kayak', 'pasar', 'bubrah']",tweet yang kata jumlah wisatawn solo lbh banyak jogja awokawok kebun binatang gembira loka rameny audah kayak pasar bubrah,This tweet is said to be the number of Solo tourists more than Jogja Awokawok Gembira Zoo Loka Rameny Audah like the Bubrah Market,0.4215,positif,positif
Tue Mar 28 18:48:59 +0000 2023,Jelajah Wisata Jogja - Yuk jelajah tempat wisata Jogja ini!! - photo today by taken at Museum Ulen Sentalu Sleman Yogyakarta.... - https://t.co/0BLpL1dp4V,https://pbs.twimg.com/media/FsVAEp-akAIm39k.jpg,in,contact  idbcpr@gmail.com,idbcpr,jelajah wisata jogja - yuk jelajah tempat wisata jogja ini!! - photo today by taken at museum ulen sentalu sleman yogyakarta.... - https://t.co/0blpl1dp4v,jelajah wisata jogja  yuk jelajah tempat wisata jogja ini  photo today by taken at museum ulen sentalu sleman yogyakarta,museum ulen sentalu,-7.598216,110.422847,dinpar diy 2023,jelajah wisata jogja  yuk jelajah tempat wisata jogja ini  photo today by taken at museum ulen sentalu sleman yogyakarta,jelajah wisata jogja  yuk jelajah tempat wisata jogja  photo today by taken at museum ulen sentalu sleman yogyakarta,"['jelajah', 'wisata', 'jogja', 'yuk', 'jelajah', 'tempat', 'wisata', 'jogja', 'photo', 'today', 'by', 'taken', 'at', 'museum', 'ulen', 'sentalu', 'sleman', 'yogyakarta']",jelajah wisata jogja yuk jelajah tempat wisata jogja photo today by taken at museum ulen sentalu sleman yogyakarta,Jogja Tourism Exploration Come on Exploration of Jogja Tourist Attractions Photo Today by Taken At Museum Ulen Sentalu Sleman Yogyakarta,0.6808,positif,positif
Fri Jun 30 06:02:20 +0000 2023,@waradhika_hr Di Jogja ada museum Soeharto kenapa gak bikin museum Soekarno gitu sekalian biar orang lebih kenal lagi,,in,DKI,bambangisme,@waradhika_hr di jogja ada museum soeharto kenapa gak bikin museum soekarno gitu sekalian biar orang lebih kenal lagi,hr di jogja ada museum soeharto kenapa gak bikin museum soekarno gitu sekalian biar orang lebih kenal lagi,museum soeharto,-7.791292,110.280492,dinpar diy 2023,hr di jogja ada museum soeharto kenapa gak bikin museum soekarno gitu sekalian biar orang lebih kenal lagi,hr jogja museum soeharto gak bikin museum soekarno gitu sekalian biar orang lebih kenal,"['hr', 'jogja', 'museum', 'soeharto', 'gak', 'bikin', 'museum', 'soekarno', 'gitu', 'sekalian', 'biar', 'orang', 'lebih', 'kenal']",hr jogja museum soeharto gak bikin museum soekarno gitu sekali biar orang lebih kenal,HR in Jogja there is a Soeharto museum why not make the Soekarno museum like that all people get to know even better,0.6597,positif,positif
Mon Dec 04 08:53:02 +0000 2023,Kemarin iseng ke Museum Sonobudoyo Jogja. Gilag gw ga nyangka perkembangannya dahsyat. Jauh lebih estetis dan hi-tech dibanding Museum Nasional dan bahkan Galeri Indonesia Kaya. Top notch lah! You can even play bowing with a VR set.,,in,Jakarta - Indonesia,VincentJose,kemarin iseng ke museum sonobudoyo jogja. gilag gw ga nyangka perkembangannya dahsyat. jauh lebih estetis dan hi-tech dibanding museum nasional dan bahkan galeri indonesia kaya. top notch lah! you can even play bowing with a vr set.,kemarin iseng ke museum sonobudoyo jogja gilag gw ga nyangka perkembangannya dahsyat jauh lebih estetis dan hitech dibanding museum nasional dan bahkan galeri indonesia kaya top notch lah you can even play bowing with a vr set,museum sonobudoyo,-7.802395,110.363947,visit jogja,kemarin iseng ke museum sonobudoyo jogja gilag aku ga nyangka perkembangannya dahsyat jauh lebih estetis dan hitech dibanding museum nasional dan bahkan galeri indonesia kaya top notch lah you can even play bowing with a vr set,kemarin iseng museum sonobudoyo jogja gilag gw ga nyangka perkembangannya dahsyat jauh lebih estetis hitech dibanding museum nasional bahkan galeri indonesia kaya top notch lah you can even play bowing with a vr set,"['kemarin', 'iseng', 'museum', 'sonobudoyo', 'jogja', 'gilag', 'gw', 'ga', 'nyangka', 'perkembangannya', 'dahsyat', 'jauh', 'lebih', 'estetis', 'hitech', 'dibanding', 'museum', 'nasional', 'bahkan', 'galeri', 'indonesia', 'kaya', 'top', 'notch', 'lah', 'you', 'can', 'even', 'play', 'bowing', 'with', 'a', 'vr', 'set']",kemarin iseng museum sonobudoyo jogja gilag gw ga nyangka kembang dahsyat jauh lebih estetis hitech banding museum nasional bahkan galeri indonesia kaya top notch lah you can even play bowing with a vr set,"Yesterday, fun to the Sonobudoyo Jogja Museum, I didn't think that its development was devastating, far more aesthetic and hitch than the National Museum and even the Indonesian Gallery Rich Top Notch, you can even play bowing with a vr set",0.7003,positif,positif
Fri Mar 03 02:37:51 +0000 2023,Rekomendasi wisata edukasi dan berlibur bersama keluarga di tengah kota Jogja ada yang ingat kapan terakhir kesini lurr ? Gembira Loka Zoo Yogyakarta : didit_anggiawan https://t.co/PJHCnKFw4q,https://pbs.twimg.com/ext_tw_video_thumb/1631482882681376768/pu/img/XvHjLJ2m3RJfwN-T.jpg,in,"Yogyakarta, Indonesia",merapi_uncover,rekomendasi wisata edukasi dan berlibur bersama keluarga di tengah kota jogja ada yang ingat kapan terakhir kesini lurr ? gembira loka zoo yogyakarta : didit_anggiawan https://t.co/pjhcnkfw4q,rekomendasi wisata edukasi dan berlibur bersama keluarga di tengah kota jogja ada yang ingat kapan terakhir kesini lurr  gembira loka zoo yogyakarta  diditanggiawan,gembira loka,-7.804134,110.397988,visit jogja,rekomendasi wisata edukasi dan berlibur bersama keluarga di tengah kota jogja ada yang ingat kapan terakhir kesini lurr  gembira loka zoo yogyakarta  diditanggiawan,rekomendasi wisata edukasi berlibur bersama keluarga tengah kota jogja yang ingat kapan terakhir kesini lurr  gembira loka zoo yogyakarta  diditanggiawan,"['rekomendasi', 'wisata', 'edukasi', 'berlibur', 'bersama', 'keluarga', 'tengah', 'kota', 'jogja', 'yang', 'ingat', 'kapan', 'terakhir', 'kesini', 'lurr', 'gembira', 'loka', 'zoo', 'yogyakarta', 'diditanggiawan']",rekomendasi wisata edukasi libur sama keluarga tengah kota jogja yang ingat kapan akhir kesini lurr gembira loka zoo yogyakarta diditanggiawan,Recommendations for educational tourism and vacation with family in the middle of Jogja City who remember when the last time here Lurr Gembira Loka Zoo Yogyakarta Diditanggiawan,0,netral,positif
Fri Aug 18 14:26:33 +0000 2023,Beautiful beachÃƒÂ¯Ã‚Â¸Ã‚Â #beach #vibes #likethis #beachvibes #Day #life #Jogja Pantai Nguyahan Kanigoro Saptosari Gunung Kidul DI Yogyakarta https://t.co/z0zIi9zWJU,https://pbs.twimg.com/media/F30fWOaacAAQa2Y.jpg,in,,FtrynNisa,beautiful beachÃƒÂ¯Ã‚Â¸Ã‚Â #beach #vibes #likethis #beachvibes #day #life #jogja pantai nguyahan kanigoro saptosari gunung kidul di yogyakarta https://t.co/z0zii9zwju,beautiful beach        pantai nguyahan kanigoro saptosari gunung kidul di yogyakarta,pantai nguyahan,-8.118471,110.50307,visit jogja,beautiful beach        pantai nguyahan kanigoro saptosari gunung kidul di yogyakarta,beautiful beach        pantai nguyahan kanigoro saptosari gunung kidul yogyakarta,"['beautiful', 'beach', 'pantai', 'nguyahan', 'kanigoro', 'saptosari', 'gunung', 'kidul', 'yogyakarta']",beautiful beach pantai nguyahan kanigoro saptosari gunung kidul yogyakarta,beautiful beach nguyahan beach kanigoro saptosari gunung kidul in yogyakarta,0.5994,positif,positif
Sun Dec 10 00:45:07 +0000 2023,Aktivitas Gunung Merapi Masih Tinggi BNPB Minta Warga Waspadai Potensi Bahaya Guguran Lava https://t.co/sxBjFXWqxB #beritajogja #jogja #jogjaistimewa https://t.co/MLAhj9zYL0,https://pbs.twimg.com/media/GA8olbra8AAjwpX.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,aktivitas gunung merapi masih tinggi bnpb minta warga waspadai potensi bahaya guguran lava https://t.co/sxbjfxwqxb #beritajogja #jogja #jogjaistimewa https://t.co/mlahj9zyl0,aktivitas gunung merapi masih tinggi bnpb minta warga waspadai potensi bahaya guguran lava,gunung merapi,-7.540716,110.445723,visit jogja,aktivitas gunung merapi masih tinggi bnpb minta warga waspadai potensi bahaya guguran lava,aktivitas gunung merapi tinggi bnpb minta warga waspadai potensi bahaya guguran lava,"['aktivitas', 'gunung', 'merapi', 'tinggi', 'bnpb', 'minta', 'warga', 'waspadai', 'potensi', 'bahaya', 'guguran', 'lava']",aktivitas gunung merapi tinggi bnpb minta warga waspada potensi bahaya gugur lava,Mount Merapi activity is still high BNPB asking residents to be aware of the potential dangers of lava falling,-0.5859,negatif,netral
Wed Jan 25 07:28:41 +0000 2023,Tikungan antara Bukit Bintang dan Bokong Semar di ruas jalan Jogja Wonosari memang cukup rawan dan kejadian truk teguling di sana https://t.co/BtnSwA5GHg @Den_Bei_Aguk,,in,Kebumen,widodogroho,tikungan antara bukit bintang dan bokong semar di ruas jalan jogja wonosari memang cukup rawan dan kejadian truk teguling di sana https://t.co/btnswa5ghg @den_bei_aguk,tikungan antara bukit bintang dan bokong semar di ruas jalan jogja wonosari memang cukup rawan dan kejadian truk teguling di sana  beiaguk,bukit bintang,-7.845841,110.479846,visit jogja,tikungan antara bukit bintang dan bokong semar di ruas jalan jogja wonosari memang cukup rawan dan kejadian truk teguling di sana  beiaguk,tikungan bukit bintang bokong semar ruas jalan jogja wonosari memang cukup rawan kejadian truk teguling sana  beiaguk,"['tikungan', 'bukit', 'bintang', 'bokong', 'semar', 'ruas', 'jalan', 'jogja', 'wonosari', 'memang', 'cukup', 'rawan', 'kejadian', 'truk', 'teguling', 'sana', 'beiaguk']",tikung bukit bintang bokong mar ruas jalan jogja wonosari memang cukup rawan jadi truk teguling sana beiaguk,The bend between Bukit Bintang and Semar's buttocks on the Jogja Wonosari road section is indeed quite vulnerable and the incident of the tuguling truck there beaaguk,-0.2944,negatif,negatif
Tue May 09 13:24:33 +0000 2023,23 Rekomendasi Wahana di Kids Fun Gak Cuma Buat Anak-Anak https://t.co/AllPwjgUje,,in,"Yogyakarta, Indonesia",IDNTimesJogja,23 rekomendasi wahana di kids fun gak cuma buat anak-anak https://t.co/allpwjguje,rekomendasi wahana di kids fun gak cuma buat anakanak,kids fun,-7.78238,110.37916,visit jogja,rekomendasi wahana di kids fun gak cuma buat anakanak,rekomendasi wahana kids fun gak cuma buat anakanak,"['rekomendasi', 'wahana', 'kids', 'fun', 'gak', 'cuma', 'buat', 'anakanak']",rekomendasi wahana kids fun gak cuma buat anakanak,Recommendations for the vehicle at Kids Fun are not just for children,0.5106,positif,positif
Wed Apr 05 01:19:14 +0000 2023,Tahukah #SobatVisitingJogja ?? Gunung Api Purba Nglanggeran berlokasi di Kapanewon Patuk Kabupaten Gunungkidul DI. Yogyakarta. Menjadi bagian Geopark Gunung Sewu Gunung Api Purba Nglanggeran tercatat sebagai salah satu anggota UNESCO Global Geopark (UGG) @yowahyutd #fpv https://t.co/vQ5nNlzLBF,https://pbs.twimg.com/ext_tw_video_thumb/1643422948458635264/pu/img/flclxXGjWOqbOgi3.jpg,in,"Yogyakarta, Indonesia",visiting_jogja,tahukah #sobatvisitingjogja ?? gunung api purba nglanggeran berlokasi di kapanewon patuk kabupaten gunungkidul di. yogyakarta. menjadi bagian geopark gunung sewu gunung api purba nglanggeran tercatat sebagai salah satu anggota unesco global geopark (ugg) @yowahyutd #fpv https://t.co/vq5nnlzlbf,tahukah   gunung api purba nglanggeran berlokasi di kapanewon patuk kabupaten gunungkidul di yogyakarta menjadi bagian geopark gunung sewu gunung api purba nglanggeran tercatat sebagai salah satu anggota unesco global geopark ugg,gunung api purba nglanggeran,-7.841973,110.541643,dinpar diy 2023,tahukah   gunung api purba nglanggeran berlokasi di kapanewon patuk kabupaten gunungkidul di yogyakarta menjadi bagian geopark gunung sewu gunung api purba nglanggeran tercatat sebagai salah satu anggota unesco global geopark ugg,tahukah   gunung api purba nglanggeran berlokasi kapanewon patuk kabupaten gunungkidul yogyakarta menjadi bagian geopark gunung sewu gunung api purba nglanggeran tercatat salah satu anggota unesco global geopark ugg,"['tahukah', 'gunung', 'api', 'purba', 'nglanggeran', 'berlokasi', 'kapanewon', 'patuk', 'kabupaten', 'gunungkidul', 'yogyakarta', 'menjadi', 'bagian', 'geopark', 'gunung', 'sewu', 'gunung', 'api', 'purba', 'nglanggeran', 'tercatat', 'salah', 'satu', 'anggota', 'unesco', 'global', 'geopark', 'ugg']",tahu gunung api purba nglanggeran lokasi kapanewon patuk kabupaten gunungkidul yogyakarta jadi bagi geopark gunung sewu gunung api purba nglanggeran catat salah satu anggota unesco global geopark ugg,Did you know that the Nglanggeran Ancient Volcano is located in Whawon Patuk Gunungkidul Regency in Yogyakarta to be part of the Gunung Sewu Gunung Api Nglanggeran Geopark is registered as a member of the UNESCO Global Geopark UGG Geopark,0,netral,netral
Wed Feb 08 14:13:03 +0000 2023,10 Potret Kimbab Family di Jogja Piknik ke Kaki Gunung Merapi! https://t.co/Q70h1X6wkk,,in,"Yogyakarta, Indonesia",IDNTimesJogja,10 potret kimbab family di jogja piknik ke kaki gunung merapi! https://t.co/q70h1x6wkk,potret kimbab family di jogja piknik ke kaki gunung merapi,gunung merapi,-7.540716,110.445723,visit jogja,potret kimbab family di jogja piknik ke kaki gunung merapi,potret kimbab family jogja piknik kaki gunung merapi,"['potret', 'kimbab', 'family', 'jogja', 'piknik', 'kaki', 'gunung', 'merapi']",potret kimbab family jogja piknik kaki gunung merapi,Portrait of Kimbab Family in Jogja Picnic to the foot of Mount Merapi,0,netral,netral
Thu Apr 06 01:03:32 +0000 2023,Bukit Teletubbies Jogja Menikmati Keindahan Alam &amp; Panorama Sunset yang Memukau https://t.co/Be8Do7b0FL,,in,,itripdotid,bukit teletubbies jogja menikmati keindahan alam &amp; panorama sunset yang memukau https://t.co/be8do7b0fl,bukit teletubbies jogja menikmati keindahan alam amp panorama sunset yang memukau,bukit teletubbies,-7.817981,110.511868,dinpar diy 2023,bukit teletubbies jogja menikmati keindahan alam amp panorama sunset yang memukau,bukit teletubbies jogja menikmati keindahan alam amp panorama sunset memukau,"['bukit', 'teletubbies', 'jogja', 'menikmati', 'keindahan', 'alam', 'amp', 'panorama', 'sunset', 'memukau']",bukit teletubbies jogja nikmat indah alam amp panorama sunset pukau,Teletubbies Jogja hill enjoy the natural beauty of the stunning sunset panorama,0.9022,positif,positif
